TransactionID,Amount,Time,Merchant,Category,Location,CardType,IsInternational,Fraudulent
1243,4327.47,69740,Walmart,Travel,Los Angeles,Visa,0,0
1244,2585.32,71735,BestBuy,Gas,Houston,Amex,1,0
1245,1966.31,40253,Apple Store,Subscription,New York,Discover,0,0
1246,2153.43,47408,Uber,Groceries,Los Angeles,Amex,0,0
1247,3897.11,54097,Walmart,Electronics,Los Angeles,MasterCard,0,0
1248,4090.9,1253,Uber,Subscription,Houston,Visa,0,0
1249,2761.48,76046,Walmart,Groceries,New York,Visa,0,0
1250,281.92,79094,Apple Store,Dining,Chicago,Discover,0,0
1251,4027.3,18431,Apple Store,Groceries,Miami,Discover,0,0
1252,701.44,79704,eBay,Entertainment,New York,Discover,0,0
1253,4602.36,28795,eBay,Travel,Miami,Amex,0,1
1254,1936.36,23894,Apple Store,Gas,Dallas,Amex,0,0
1255,1833.97,17431,Starbucks,Electronics,Boston,Discover,0,0
1256,4877.63,23740,BestBuy,Gas,New York,Amex,0,0
1257,4851.67,75354,Apple Store,Entertainment,Miami,Visa,1,0
1258,285.32,8784,Amazon,Travel,Miami,Discover,0,0
1259,3497.92,31206,Starbucks,Subscription,Miami,Discover,0,0
1260,3375.08,52161,Starbucks,Subscription,Dallas,Visa,0,0
1261,2233.12,37878,Uber,Entertainment,Dallas,MasterCard,0,0
1262,4986.32,23136,Uber,Subscription,San Francisco,Discover,0,0
1263,4186.45,78611,Apple Store,Electronics,San Francisco,Visa,0,0
1264,2313.9,25373,Apple Store,Entertainment,Chicago,Amex,0,0
1265,3984.25,36945,Netflix,Gas,Houston,MasterCard,0,0
1266,3733.93,29608,Amazon,Groceries,New York,MasterCard,0,0
1267,1620.03,56842,eBay,Gas,Boston,Discover,0,0
1268,1133.29,81167,Netflix,Clothing,Los Angeles,Amex,1,0
1269,1013.59,16337,eBay,Subscription,Miami,Amex,0,0
1270,4092.35,74884,Netflix,Dining,Miami,Visa,0,0
1271,3.38,82092,Target,Gas,Houston,Amex,0,0
1272,3550.17,32745,Apple Store,Clothing,Chicago,MasterCard,0,0
1273,1149.18,9993,eBay,Electronics,Los Angeles,Discover,0,0
1274,2469.99,76097,Target,Travel,Boston,Discover,0,0
1275,1884.62,65755,Netflix,Gas,San Francisco,Visa,0,0
1276,583.3,24302,Netflix,Travel,Houston,Visa,0,0
1277,3906.22,43866,Uber,Dining,Los Angeles,Amex,0,0
1278,3451.29,37050,Uber,Subscription,San Francisco,Amex,0,0
1279,3906.13,8289,Starbucks,Travel,Miami,Discover,0,0
1280,3307.69,30455,Target,Clothing,Boston,Discover,1,0
1281,1211.81,32813,Target,Subscription,Boston,Discover,0,0
1282,423.79,79328,BestBuy,Entertainment,Los Angeles,Amex,0,0
1283,3823.93,65396,Walmart,Electronics,Boston,Amex,0,0
1284,3958.02,3582,Target,Dining,Houston,MasterCard,0,0
1285,3984.27,23361,Target,Groceries,Chicago,Visa,0,0
1286,1767.22,1549,Amazon,Electronics,Boston,MasterCard,0,0
1287,3704.31,55193,Starbucks,Dining,New York,Amex,0,0
1288,31.91,69731,Walmart,Clothing,Dallas,Visa,0,0
1289,2284.34,55068,Walmart,Dining,Chicago,MasterCard,0,0
1290,3102.63,15203,Starbucks,Gas,Miami,MasterCard,0,0
1291,4620.98,83201,Amazon,Dining,Houston,MasterCard,0,0
1292,3912.09,61183,Starbucks,Travel,Boston,Visa,0,1
1293,857.27,45298,Uber,Electronics,Houston,MasterCard,0,0
1294,4693.4,13134,Walmart,Clothing,Boston,Discover,0,0
1295,2595.93,21665,Apple Store,Electronics,San Francisco,Amex,0,0
1296,568.16,31020,Target,Entertainment,Dallas,Discover,0,0
1297,3220.99,58174,Amazon,Clothing,Houston,MasterCard,0,0
1298,2635.95,42658,Starbucks,Travel,Chicago,Discover,1,0
1299,3521.62,45695,Walmart,Entertainment,New York,Visa,1,0
1300,3942.0,28987,Amazon,Entertainment,San Francisco,Discover,0,0
1301,2463.61,65737,Walmart,Entertainment,San Francisco,Visa,1,0
1302,4377.47,48862,Netflix,Entertainment,Dallas,MasterCard,0,0
1303,776.77,13426,Walmart,Groceries,Houston,Amex,0,0
1304,2268.27,74379,Walmart,Entertainment,San Francisco,Visa,0,0
1305,1852.59,49597,Walmart,Subscription,Boston,Discover,1,0
1306,4564.01,33413,Walmart,Electronics,Boston,Visa,0,0
1307,3097.55,71040,Uber,Entertainment,Chicago,MasterCard,0,0
1308,2440.84,37315,Netflix,Gas,Chicago,MasterCard,0,0
1309,1661.26,30393,Starbucks,Clothing,Boston,MasterCard,0,0
1310,3737.83,24520,Walmart,Electronics,New York,Discover,0,0
1311,3701.24,46041,Uber,Dining,New York,Amex,0,0
1312,1793.87,39811,Netflix,Groceries,Houston,Discover,0,0
1313,3269.56,58029,Target,Groceries,Houston,Amex,0,0
1314,4278.13,75869,Target,Clothing,Los Angeles,Amex,0,0
1315,121.82,1455,Target,Electronics,Dallas,Amex,0,0
1316,4222.0,68035,Netflix,Entertainment,New York,Amex,0,0
1317,3751.49,56078,Netflix,Electronics,Los Angeles,Visa,0,0
1318,1524.48,79249,Target,Gas,Boston,MasterCard,0,0
1319,4771.45,63387,Uber,Travel,Miami,Discover,0,0
1320,467.42,76766,Target,Electronics,Chicago,Visa,0,0
1321,4030.12,55970,Amazon,Clothing,Houston,Discover,0,0
1322,2229.1,41388,BestBuy,Groceries,Boston,MasterCard,0,0
1323,853.94,29229,eBay,Electronics,Los Angeles,Visa,0,0
1324,1460.33,61302,Walmart,Groceries,Boston,MasterCard,1,0
1325,3046.43,23573,BestBuy,Clothing,Boston,MasterCard,0,1
1326,3488.48,9197,Amazon,Dining,San Francisco,Amex,0,0
1327,1714.78,21031,Uber,Travel,Miami,MasterCard,0,0
1328,3469.33,58552,Walmart,Groceries,Miami,MasterCard,0,0
1329,2838.86,78708,Netflix,Entertainment,Los Angeles,Amex,0,0
1330,3396.01,6432,Amazon,Clothing,San Francisco,Amex,0,0
1331,1323.68,20698,Walmart,Travel,San Francisco,MasterCard,0,0
1332,2926.08,67881,Starbucks,Travel,Dallas,Visa,1,0
1333,4545.69,52741,eBay,Gas,Miami,Amex,0,0
1334,4713.63,77725,Netflix,Dining,Los Angeles,MasterCard,0,0
1335,918.85,42023,Uber,Gas,New York,Visa,0,0
1336,1692.11,40161,Amazon,Subscription,Los Angeles,Amex,0,0
1337,471.51,39747,Uber,Dining,Boston,MasterCard,0,0
1338,1089.53,78805,Uber,Gas,Miami,Discover,0,0
1339,1469.33,65501,Walmart,Electronics,San Francisco,MasterCard,0,0
1340,3944.4,32348,Uber,Groceries,New York,Discover,0,1
1341,4738.33,39188,Starbucks,Groceries,San Francisco,MasterCard,1,0
1342,905.95,71348,Amazon,Dining,Boston,Discover,0,1
1343,1346.35,26173,eBay,Travel,Boston,Amex,0,0
1344,4200.99,37367,Target,Subscription,Chicago,Discover,0,0
1345,4177.19,63345,eBay,Subscription,Houston,MasterCard,0,0
1346,4073.83,36950,Apple Store,Entertainment,Dallas,Amex,0,0
1347,888.87,74821,Netflix,Groceries,Houston,Visa,0,0
1348,1673.4,68959,BestBuy,Clothing,Miami,Amex,0,0
1349,77.94,58894,Amazon,Gas,Boston,Discover,0,0
1350,4730.22,36080,Netflix,Electronics,New York,Amex,0,0
1351,854.3,23661,Starbucks,Clothing,Houston,Visa,0,0
1352,3826.88,53875,Apple Store,Groceries,Los Angeles,MasterCard,0,0
1353,4708.86,3466,Apple Store,Gas,Chicago,MasterCard,0,0
1354,3039.21,68950,Starbucks,Entertainment,San Francisco,Amex,1,0
1355,1225.59,36978,Target,Electronics,Houston,Amex,0,0
1356,4946.93,9477,Amazon,Gas,Boston,MasterCard,0,0
1357,488.23,39760,Netflix,Dining,New York,Amex,0,0
1358,1837.76,68482,Apple Store,Gas,Boston,Amex,0,0
1359,4848.46,24677,eBay,Electronics,Chicago,MasterCard,0,0
1360,4893.41,57035,Uber,Subscription,Houston,Discover,0,0
1361,3972.53,8645,Starbucks,Entertainment,Los Angeles,Visa,0,0
1362,4909.41,73422,Amazon,Clothing,San Francisco,Visa,1,0
1363,4193.36,8317,Apple Store,Electronics,San Francisco,Visa,1,0
1364,1768.65,33122,BestBuy,Groceries,Los Angeles,Discover,0,0
1365,3563.71,21560,Amazon,Dining,Miami,MasterCard,0,0
1366,4916.03,43224,BestBuy,Dining,San Francisco,Discover,0,0
1367,1179.83,71916,Apple Store,Subscription,San Francisco,Visa,0,0
1368,4312.01,10710,Uber,Gas,Los Angeles,MasterCard,0,0
1369,2890.56,24080,Uber,Groceries,Houston,Discover,0,0
1370,4582.23,19670,Walmart,Travel,Miami,Amex,0,0
1371,1530.47,66487,Starbucks,Groceries,Houston,MasterCard,0,0
1372,2509.89,62102,Target,Gas,Los Angeles,Amex,0,0
1373,1298.61,74403,BestBuy,Travel,Los Angeles,Discover,0,0
1374,4251.1,34481,Amazon,Dining,Boston,Amex,0,0
1375,3732.91,26529,Walmart,Dining,New York,Discover,0,0
1376,1497.86,82102,Walmart,Dining,Los Angeles,Amex,0,0
1377,1071.38,62798,Netflix,Dining,Boston,Amex,0,0
1378,3738.52,5014,Walmart,Electronics,Houston,Visa,0,0
1379,4871.08,63530,BestBuy,Groceries,New York,Visa,0,0
1380,134.97,68760,BestBuy,Clothing,Houston,Visa,0,0
1381,3896.18,22029,Starbucks,Clothing,Chicago,Amex,0,0
1382,4638.35,57709,eBay,Clothing,Los Angeles,Visa,0,0
1383,3417.93,65215,Starbucks,Groceries,Los Angeles,MasterCard,0,0
1384,2391.05,80152,Amazon,Gas,Los Angeles,Discover,0,1
1385,125.12,39430,Amazon,Electronics,Chicago,MasterCard,0,0
1386,4727.68,62265,Uber,Entertainment,Los Angeles,MasterCard,0,0
1387,3654.71,71322,BestBuy,Gas,Houston,MasterCard,0,0
1388,4924.02,40250,BestBuy,Gas,Houston,Amex,0,0
1389,3388.23,48438,eBay,Electronics,Dallas,Discover,1,0
1390,32.37,49614,Target,Groceries,Los Angeles,Amex,0,0
1391,3953.08,84771,BestBuy,Travel,Los Angeles,MasterCard,0,0
1392,2762.01,39881,Amazon,Clothing,Houston,Amex,0,0
1393,4572.64,18045,Walmart,Groceries,Los Angeles,Amex,0,0
1394,4760.11,14462,Apple Store,Gas,New York,Visa,0,0
1395,66.05,4789,Apple Store,Groceries,Miami,Visa,0,0
1396,2115.79,4637,eBay,Entertainment,Dallas,Amex,0,0
1397,3651.31,82086,Amazon,Dining,Houston,MasterCard,0,0
1398,642.84,26825,Apple Store,Clothing,Boston,Amex,0,0
1399,3714.11,12656,Starbucks,Entertainment,Houston,Discover,0,0
1400,2874.96,84263,Apple Store,Dining,Chicago,Discover,0,0
1401,390.05,72111,Apple Store,Clothing,Houston,MasterCard,0,0
1402,2753.16,4123,BestBuy,Clothing,Chicago,Amex,0,0
1403,3100.63,50054,eBay,Subscription,Los Angeles,Discover,0,0
1404,3959.9,84199,Amazon,Entertainment,Dallas,MasterCard,1,0
1405,990.61,28106,Target,Entertainment,Miami,Visa,1,0
1406,3011.91,75425,Apple Store,Travel,Chicago,Amex,0,0
1407,4501.5,82461,Amazon,Electronics,Los Angeles,MasterCard,0,0
1408,4184.86,83009,eBay,Clothing,New York,Visa,0,0
1409,1380.6,79458,Amazon,Electronics,Chicago,Visa,0,0
1410,811.87,48226,Starbucks,Subscription,Houston,MasterCard,0,0
1411,1612.72,15778,Starbucks,Travel,Los Angeles,MasterCard,0,0
1412,4952.15,75932,Walmart,Subscription,Houston,Discover,1,1
1413,1330.81,44016,eBay,Gas,Miami,Discover,1,0
1414,4857.78,51527,Starbucks,Dining,Boston,Amex,0,0
1415,2176.43,27973,BestBuy,Clothing,New York,Discover,0,0
1416,1839.21,66495,Target,Dining,Miami,Visa,0,0
1417,4035.98,39781,Starbucks,Groceries,Chicago,MasterCard,0,0
1418,2649.16,85390,eBay,Travel,Boston,Discover,1,0
1419,630.27,27587,Netflix,Travel,San Francisco,Visa,0,0
1420,3691.82,82931,eBay,Dining,San Francisco,Discover,0,0
1421,2550.1,17653,Uber,Entertainment,Miami,Discover,0,0
1422,1918.76,57850,Target,Groceries,Chicago,Visa,0,0
1423,3344.81,10596,eBay,Groceries,Boston,MasterCard,1,0
1424,4297.06,46094,Walmart,Electronics,San Francisco,Visa,0,0
1425,1275.67,1715,eBay,Subscription,New York,MasterCard,0,0
1426,1796.17,78543,BestBuy,Subscription,Chicago,Amex,0,0
1427,4576.05,32737,Target,Electronics,Boston,MasterCard,0,0
1428,1892.28,32458,Apple Store,Electronics,San Francisco,Amex,1,0
1429,3908.76,1964,Amazon,Groceries,Los Angeles,MasterCard,0,0
1430,4081.92,19144,Target,Gas,Houston,Discover,0,0
1431,4657.36,66379,eBay,Entertainment,Los Angeles,Discover,0,0
1432,1959.77,45527,Apple Store,Electronics,Dallas,Visa,0,0
1433,2735.38,16541,Starbucks,Gas,Chicago,Discover,1,0
1434,4885.45,64205,Walmart,Electronics,New York,Amex,0,0
1435,1385.66,68348,Walmart,Subscription,San Francisco,Visa,0,0
1436,3687.44,48014,eBay,Electronics,Dallas,Amex,0,0
1437,3646.18,84843,BestBuy,Clothing,San Francisco,Amex,0,0
1438,3831.92,17518,eBay,Entertainment,San Francisco,Visa,0,0
1439,1775.18,79828,Starbucks,Subscription,Los Angeles,MasterCard,0,1
1440,954.92,56920,eBay,Gas,Los Angeles,Visa,0,0
1441,920.3,32357,Netflix,Gas,Boston,Discover,0,0
1442,3532.11,24301,eBay,Clothing,Los Angeles,MasterCard,0,0
1443,2263.9,47243,Walmart,Gas,Los Angeles,MasterCard,1,0
1444,2123.95,54291,Starbucks,Clothing,Los Angeles,MasterCard,0,0
1445,322.13,3041,Netflix,Subscription,Miami,Visa,0,0
1446,442.33,55541,Starbucks,Gas,Boston,Discover,0,0
1447,1651.61,32142,BestBuy,Dining,Boston,Amex,0,0
1448,3093.67,38365,Netflix,Gas,Boston,Discover,0,0
1449,3315.88,24400,Netflix,Subscription,Chicago,Visa,0,0
1450,4641.18,51778,Amazon,Travel,Los Angeles,Amex,0,0
1451,4104.07,71283,eBay,Subscription,New York,Discover,0,0
1452,3309.82,44320,Amazon,Gas,San Francisco,Discover,0,0
1453,2212.64,61783,Apple Store,Travel,Los Angeles,Discover,1,0
1454,2136.71,71771,Apple Store,Groceries,Boston,Discover,0,0
1455,4509.7,39412,Apple Store,Subscription,San Francisco,Amex,0,0
1456,4957.81,29022,BestBuy,Subscription,Boston,Discover,0,0
1457,3756.5,28881,eBay,Travel,Miami,Amex,0,0
1458,819.2,38134,Target,Entertainment,Miami,Visa,0,0
1459,2347.54,61646,Apple Store,Clothing,Houston,MasterCard,0,0
1460,3269.81,11394,Amazon,Subscription,Chicago,Amex,1,0
1461,1975.37,7715,Apple Store,Groceries,San Francisco,Amex,0,0
1462,1596.33,42271,Amazon,Clothing,Miami,Discover,0,0
1463,2346.67,23199,Amazon,Travel,Los Angeles,Amex,0,0
1464,351.16,78029,Starbucks,Travel,San Francisco,Amex,0,0
1465,1859.34,65922,Amazon,Travel,Dallas,Amex,0,0
1466,661.28,39802,Target,Travel,Miami,Discover,0,0
1467,2555.6,61552,Netflix,Dining,New York,Discover,0,0
1468,3263.12,63583,Netflix,Groceries,San Francisco,MasterCard,1,0
1469,198.98,76113,BestBuy,Dining,Los Angeles,Amex,0,0
1470,1479.15,42003,Target,Groceries,Chicago,Discover,1,0
1471,1440.55,9935,Starbucks,Dining,Houston,Visa,0,0
1472,3392.64,77414,eBay,Travel,Chicago,Discover,1,0
1473,1806.9,49243,Amazon,Gas,Boston,Visa,0,0
1474,1196.61,52830,Uber,Subscription,Houston,Discover,0,0
1475,1066.96,77082,BestBuy,Groceries,Los Angeles,Discover,0,0
1476,1091.68,86332,BestBuy,Electronics,Boston,Amex,0,0
1477,4570.56,40547,Netflix,Dining,New York,MasterCard,0,1
1478,2749.19,31260,Apple Store,Gas,San Francisco,Visa,0,0
1479,4495.18,82349,Uber,Electronics,Boston,MasterCard,0,0
1480,3649.67,4789,Walmart,Groceries,Los Angeles,Discover,0,0
1481,2848.68,43552,Walmart,Travel,Chicago,MasterCard,0,1
1482,2515.75,82329,Walmart,Electronics,Dallas,Amex,0,0
1483,1959.86,51008,Apple Store,Subscription,Chicago,Visa,1,0
1484,1566.7,8697,Walmart,Entertainment,Dallas,Discover,1,0
1485,3746.7,6064,eBay,Clothing,San Francisco,Discover,0,0
1486,1240.45,33234,Apple Store,Dining,Dallas,Visa,1,0
1487,4086.9,46156,Netflix,Gas,San Francisco,Discover,0,0
1488,1301.25,12693,Apple Store,Dining,Dallas,Visa,0,0
1489,1110.88,22684,BestBuy,Clothing,New York,Visa,0,0
1490,3682.46,49791,Netflix,Subscription,Boston,Amex,0,0
1491,3644.66,74475,eBay,Subscription,San Francisco,MasterCard,0,0
1492,4975.09,6645,Netflix,Travel,Houston,Amex,0,0
1493,3780.65,6586,Starbucks,Entertainment,Houston,Discover,0,0
1494,4743.49,44193,Apple Store,Electronics,New York,Discover,1,0
1495,2780.6,72639,Netflix,Groceries,San Francisco,Discover,0,0
1496,693.91,3857,BestBuy,Groceries,Dallas,Amex,0,0
1497,1087.1,42626,Starbucks,Groceries,Miami,MasterCard,0,0
1498,3831.29,44926,Walmart,Dining,Miami,MasterCard,0,0
1499,335.29,81568,Walmart,Entertainment,New York,MasterCard,0,0
1500,2840.61,6285,eBay,Gas,Dallas,Visa,0,0
1501,3162.24,22616,Target,Clothing,Boston,Visa,0,0
1502,2366.37,2222,Apple Store,Entertainment,Dallas,Discover,0,0
1503,2300.03,73841,Netflix,Dining,San Francisco,MasterCard,0,0
1504,1088.1,9787,BestBuy,Clothing,San Francisco,MasterCard,1,0
1505,2068.36,73012,Starbucks,Gas,Miami,Discover,0,0
1506,38.36,10121,Walmart,Dining,San Francisco,Visa,0,0
1507,978.52,56748,Starbucks,Gas,Los Angeles,Discover,0,0
1508,4030.1,5511,Apple Store,Entertainment,Los Angeles,Amex,0,0
1509,2531.69,34155,Netflix,Electronics,New York,Discover,0,0
1510,2508.99,60371,Target,Groceries,Los Angeles,Amex,0,0
1511,4537.38,10773,Uber,Gas,Chicago,Visa,0,0
1512,2954.43,43242,Target,Travel,Miami,Amex,0,0
1513,2086.98,4117,Apple Store,Dining,Miami,MasterCard,0,0
1514,2255.71,8669,eBay,Groceries,Chicago,Amex,0,0
1515,238.22,86364,Starbucks,Electronics,New York,Visa,0,0
1516,3548.88,64495,Netflix,Gas,Miami,MasterCard,1,0
1517,3914.75,7629,BestBuy,Gas,Chicago,Visa,1,0
1518,2288.75,27004,Target,Entertainment,Chicago,Discover,0,0
1519,1675.52,60979,Starbucks,Clothing,Chicago,Discover,0,0
1520,3243.78,57901,Starbucks,Dining,Boston,Discover,0,0
1521,4434.83,9688,Netflix,Clothing,San Francisco,Discover,0,0
1522,2610.36,33835,eBay,Electronics,Dallas,MasterCard,1,0
1523,1503.79,58967,Amazon,Gas,Miami,Discover,0,0
1524,2011.29,84970,Uber,Groceries,Dallas,MasterCard,0,0
1525,2376.44,11287,Netflix,Dining,San Francisco,Discover,0,0
1526,2681.56,81518,Target,Groceries,San Francisco,Amex,1,0
1527,3032.53,30436,Netflix,Dining,New York,MasterCard,0,0
1528,2888.21,25683,Walmart,Travel,Boston,MasterCard,0,0
1529,1817.05,42059,Walmart,Dining,Houston,Amex,0,0
1530,3911.98,7843,Amazon,Dining,New York,Amex,1,0
1531,2875.65,19474,Uber,Gas,Houston,Visa,0,0
1532,2467.33,72599,Amazon,Electronics,Los Angeles,Discover,1,0
1533,969.3,48474,Netflix,Groceries,Houston,Visa,0,0
1534,1533.36,69958,Uber,Gas,Miami,Discover,0,0
1535,4612.82,73221,Amazon,Travel,Dallas,Amex,1,0
1536,4982.22,48521,Uber,Travel,Boston,MasterCard,0,0
1537,4167.73,7795,Amazon,Groceries,Boston,Amex,0,0
1538,2675.98,9080,Starbucks,Dining,Boston,Discover,0,0
1539,1226.82,9837,Target,Electronics,Miami,Amex,0,0
1540,2655.33,46762,eBay,Groceries,Chicago,Discover,0,0
1541,2013.01,85136,Netflix,Subscription,Houston,Amex,1,0
1542,2505.48,14558,Starbucks,Subscription,San Francisco,Amex,0,0
1543,321.13,7442,Uber,Electronics,Los Angeles,Visa,1,0
1544,4019.48,35247,BestBuy,Subscription,Chicago,Amex,1,0
1545,4450.41,21448,Starbucks,Groceries,New York,Amex,0,0
1546,2188.11,34793,Apple Store,Electronics,Boston,Amex,0,0
1547,3288.29,39817,eBay,Subscription,Miami,Amex,0,0
1548,337.8,78449,eBay,Gas,Houston,Discover,0,0
1549,2567.25,34437,Walmart,Electronics,New York,Visa,0,0
1550,1196.12,3657,Walmart,Dining,Houston,MasterCard,0,0
1551,98.77,8276,Netflix,Dining,Chicago,MasterCard,1,0
1552,2057.13,40061,Netflix,Gas,Miami,Amex,0,0
1553,1618.76,58402,eBay,Electronics,San Francisco,Discover,0,0
1554,961.93,22846,Netflix,Electronics,Houston,Discover,1,0
1555,1513.52,38947,Apple Store,Entertainment,Dallas,Visa,0,0
1556,4748.77,6699,Walmart,Gas,Houston,MasterCard,0,0
1557,3002.86,28959,Target,Clothing,San Francisco,MasterCard,0,0
1558,975.01,59004,Netflix,Gas,Dallas,Discover,0,0
1559,3835.87,32893,Target,Gas,Houston,MasterCard,1,0
1560,295.56,21127,Amazon,Groceries,Houston,Amex,0,0
1561,865.58,58223,BestBuy,Electronics,Houston,Amex,0,0
1562,4440.87,75082,BestBuy,Groceries,Los Angeles,Amex,1,0
1563,3909.96,78977,Starbucks,Entertainment,Houston,MasterCard,0,0
1564,828.03,80866,Target,Electronics,Chicago,Amex,0,0
1565,3558.98,86313,Amazon,Gas,Dallas,Amex,0,0
1566,4479.03,41580,Amazon,Entertainment,San Francisco,Amex,1,0
1567,818.1,85017,BestBuy,Entertainment,Dallas,Visa,0,0
1568,917.42,70257,Amazon,Clothing,Dallas,Visa,0,0
1569,1481.83,69587,Amazon,Subscription,San Francisco,Amex,0,0
1570,4720.29,2564,Walmart,Electronics,Chicago,Visa,0,0
1571,658.41,41747,Netflix,Clothing,Dallas,MasterCard,0,0
1572,3515.16,23142,Uber,Entertainment,Los Angeles,MasterCard,0,0
1573,1564.54,80085,Amazon,Electronics,San Francisco,MasterCard,1,0
1574,4902.49,9385,Uber,Groceries,San Francisco,MasterCard,0,0
1575,1043.11,74390,Uber,Gas,Miami,Amex,0,0
1576,475.55,51649,BestBuy,Entertainment,San Francisco,Amex,1,0
1577,1797.09,77914,Target,Electronics,Los Angeles,Amex,0,0
1578,4799.79,62754,Amazon,Gas,Miami,Discover,0,0
1579,4034.22,81686,Apple Store,Gas,Dallas,Visa,0,0
1580,2279.47,61296,Uber,Dining,San Francisco,Discover,0,0
1581,705.83,27103,Apple Store,Clothing,Los Angeles,MasterCard,0,0
1582,61.15,2250,eBay,Subscription,Boston,MasterCard,1,0
1583,1338.36,33613,Walmart,Groceries,Los Angeles,MasterCard,0,0
1584,2979.27,27123,Target,Electronics,New York,MasterCard,1,0
1585,482.95,3415,Walmart,Entertainment,Dallas,MasterCard,0,0
1586,4999.65,17921,BestBuy,Gas,New York,Discover,0,0
1587,3515.59,74741,Target,Groceries,New York,MasterCard,0,0
1588,4659.11,54652,Walmart,Groceries,Chicago,Amex,0,0
1589,3519.68,66145,Uber,Travel,San Francisco,Discover,0,0
1590,4810.4,75236,Target,Gas,Dallas,Discover,1,0
1591,3605.02,34850,Uber,Electronics,Los Angeles,Visa,0,0
1592,2873.88,53941,Walmart,Dining,San Francisco,MasterCard,0,0
1593,2774.1,45406,Target,Electronics,Chicago,Visa,0,0
1594,3011.27,54617,Uber,Travel,New York,MasterCard,0,0
1595,830.45,36805,BestBuy,Gas,San Francisco,MasterCard,0,0
1596,462.26,27921,Netflix,Dining,San Francisco,Discover,0,0
1597,4545.94,61896,Target,Gas,Chicago,Discover,1,0
1598,4724.41,26991,Starbucks,Clothing,Houston,Amex,0,0
1599,3521.34,29326,Netflix,Groceries,Los Angeles,Amex,0,0
1600,1857.61,9953,eBay,Groceries,Chicago,Visa,0,0
1601,1212.16,43711,Netflix,Clothing,Miami,Amex,0,0
1602,4066.5,80034,Starbucks,Clothing,Dallas,Visa,0,0
1603,1689.21,18093,Walmart,Clothing,San Francisco,Discover,0,0
1604,3149.45,47952,Walmart,Electronics,Los Angeles,Amex,1,0
1605,3107.11,33508,Starbucks,Subscription,Dallas,Amex,0,0
1606,893.27,67733,Target,Gas,Houston,Discover,0,0
1607,2662.88,46206,Starbucks,Groceries,Dallas,Discover,0,0
1608,4632.07,22794,Walmart,Entertainment,San Francisco,Amex,0,0
1609,4310.75,83424,Uber,Dining,Chicago,Amex,1,0
1610,3793.39,56246,Uber,Dining,Los Angeles,MasterCard,0,0
1611,3053.93,70219,BestBuy,Subscription,Dallas,Visa,0,0
1612,204.95,44882,BestBuy,Groceries,Dallas,Visa,0,0
1613,4577.57,8881,Starbucks,Gas,Houston,Discover,0,0
1614,1955.53,44789,BestBuy,Travel,Miami,MasterCard,0,0
1615,4573.06,62625,Amazon,Gas,San Francisco,Amex,0,0
1616,1856.5,23593,Uber,Gas,Miami,MasterCard,0,0
1617,549.01,25242,Starbucks,Entertainment,Boston,Discover,0,0
1618,460.49,23098,Uber,Electronics,New York,MasterCard,0,0
1619,3910.56,58024,Target,Entertainment,Chicago,Discover,0,0
1620,3012.58,79567,Target,Gas,San Francisco,Discover,0,0
1621,3870.93,38138,Walmart,Electronics,San Francisco,MasterCard,0,0
1622,1288.49,20224,Starbucks,Electronics,Boston,Visa,0,0
1623,1349.03,30936,Target,Travel,Chicago,Visa,0,0
1624,178.37,25370,eBay,Subscription,San Francisco,MasterCard,0,0
1625,3392.67,20531,Target,Groceries,Chicago,Amex,0,0
1626,3097.7,59497,Uber,Gas,Boston,Amex,0,0
1627,809.96,4714,BestBuy,Gas,Chicago,Discover,1,0
1628,1968.83,44824,Target,Electronics,San Francisco,Amex,0,0
1629,3366.29,32008,Apple Store,Electronics,Miami,Visa,0,0
1630,2291.99,36975,Starbucks,Gas,San Francisco,Amex,0,0
1631,3015.94,10440,Netflix,Subscription,New York,Discover,0,0
1632,3956.66,68271,Target,Travel,Dallas,Discover,0,0
1633,3914.19,42993,Amazon,Clothing,Boston,Amex,0,0
1634,2351.21,2139,Netflix,Subscription,Houston,MasterCard,0,0
1635,3102.67,3103,Uber,Clothing,San Francisco,Discover,0,0
1636,3525.59,53801,Target,Entertainment,San Francisco,Amex,0,0
1637,2157.45,41572,eBay,Entertainment,Boston,Visa,0,0
1638,29.97,82739,eBay,Travel,Houston,Discover,0,0
1639,4704.01,67557,Uber,Entertainment,Dallas,MasterCard,0,0
1640,2717.66,21895,BestBuy,Groceries,Miami,Amex,0,0
1641,2408.16,64443,Netflix,Groceries,New York,Amex,0,0
1642,2489.27,30756,Amazon,Dining,Miami,Discover,0,0
1643,4506.94,36771,eBay,Entertainment,Houston,Visa,0,0
1644,4157.3,11812,Starbucks,Travel,Houston,Visa,0,0
1645,2024.55,51807,Apple Store,Gas,Dallas,Discover,1,0
1646,2045.9,2619,Apple Store,Electronics,Boston,Amex,0,0
1647,1233.87,74427,BestBuy,Subscription,New York,MasterCard,0,0
1648,3694.6,77279,Netflix,Electronics,Los Angeles,Discover,1,0
1649,2662.23,3122,Target,Clothing,Houston,Discover,1,0
1650,1227.87,67482,Target,Subscription,Los Angeles,Visa,1,0
1651,558.33,643,Uber,Clothing,Houston,Discover,0,0
1652,4956.45,62446,Starbucks,Travel,Miami,Amex,0,0
1653,2913.25,68605,Target,Electronics,Houston,MasterCard,0,0
1654,4413.21,15065,Amazon,Clothing,Dallas,Discover,0,0
1655,1441.86,26131,BestBuy,Dining,Chicago,Discover,0,0
